"country","province","date","cases","deaths","recovered"
"32053","China","chongqing",2021-01-16,591,6,584
"32061","China","fujian",2021-01-16,531,1,508
"32062","China","gansu",2021-01-16,182,2,180
"32067","China","guangdong",2021-01-16,2086,8,2034
"32068","China","guangxi",2021-01-16,266,2,261
"32070","China","guizhou",2021-01-16,147,2,145
"32071","China","hainan",2021-01-16,171,6,165
"32072","China","hebei",2021-01-16,1103,7,379
"32073","China","heilongjiang",2021-01-16,1109,13,952
"32074","China","henan",2021-01-16,1303,22,1273
"32075","China","hong kong",2021-01-16,9502,162,8724
"32076","China","hubei",2021-01-16,68149,4512,63637
"32077","China","hunan",2021-01-16,1024,4,1017
"32078","China","inner mongolia",2021-01-16,366,1,350
"32081","China","jiangsu",2021-01-16,688,0,684
"32082","China","jiangxi",2021-01-16,935,1,934
"32083","China","jilin",2021-01-16,167,2,155
"32084","China","liaoning",2021-01-16,396,2,359
"32085","China","macau",2021-01-16,46,0,46
"32094","China","ningxia",2021-01-16,75,0,75
"32101","China","qinghai",2021-01-16,18,0,18
"32110","China","shaanxi",2021-01-16,527,3,502
"32111","China","shandong",2021-01-16,865,7,855
"32112","China","shanghai",2021-01-16,1594,7,1499
"32113","China","shanxi",2021-01-16,227,0,224
"32114","China","sichuan",2021-01-16,862,3,847
"32119","China","tianjin",2021-01-16,328,3,306
"32120","China","tibet",2021-01-16,1,0,1
"32122","China","unknown",2021-01-16,7220,0,0
"32126","China","xinjiang",2021-01-16,980,3,977
"32128","China","yunnan",2021-01-16,231,2,224
"32129","China","zhejiang",2021-01-16,1309,1,1298
"32132","China","anhui",2021-01-17,993,6,987
"32135","China","beijing",2021-01-17,1006,9,959
"32142","China","chongqing",2021-01-17,591,6,584
"32150","China","fujian",2021-01-17,532,1,509
"32151","China","gansu",2021-01-17,182,2,180
"32156","China","guangdong",2021-01-17,2087,8,2035
"32157","China","guangxi",2021-01-17,266,2,262
"32159","China","guizhou",2021-01-17,147,2,145
"32160","China","hainan",2021-01-17,171,6,165
"32161","China","hebei",2021-01-17,1157,7,379
"32162","China","heilongjiang",2021-01-17,1116,13,953
"32163","China","henan",2021-01-17,1303,22,1273
"32164","China","hong kong",2021-01-17,9557,162,8758
"32165","China","hubei",2021-01-17,68149,4512,63637
"32166","China","hunan",2021-01-17,1026,4,1017
"32167","China","inner mongolia",2021-01-17,366,1,350
"32170","China","jiangsu",2021-01-17,688,0,684
"32171","China","jiangxi",2021-01-17,935,1,934
"32172","China","jilin",2021-01-17,197,2,155
"32173","China","liaoning",2021-01-17,396,2,360
"32174","China","macau",2021-01-17,46,0,46
"32183","China","ningxia",2021-01-17,75,0,75
"32190","China","qinghai",2021-01-17,18,0,18
"32199","China","shaanxi",2021-01-17,530,3,502
"32200","China","shandong",2021-01-17,865,7,856
"32201","China","shanghai",2021-01-17,1598,7,1505
"32202","China","shanxi",2021-01-17,227,0,224
"32203","China","sichuan",2021-01-17,863,3,847
"32208","China","tianjin",2021-01-17,329,3,306
"32209","China","tibet",2021-01-17,1,0,1
"32211","China","unknown",2021-01-17,7307,0,0
"32215","China","xinjiang",2021-01-17,980,3,977
"32217","China","yunnan",2021-01-17,231,2,224
"32218","China","zhejiang",2021-01-17,1311,1,1298
"32221","China","anhui",2021-01-18,993,6,987
"32224","China","beijing",2021-01-18,1007,9,960
"32231","China","chongqing",2021-01-18,591,6,584
"32239","China","fujian",2021-01-18,532,1,513
"32240","China","gansu",2021-01-18,182,2,180
"32245","China","guangdong",2021-01-18,2090,8,2039
"32246","China","guangxi",2021-01-18,266,2,262
"32248","China","guizhou",2021-01-18,147,2,145
"32249","China","hainan",2021-01-18,171,6,165
"32250","China","hebei",2021-01-18,1192,7,383
"32251","China","heilongjiang",2021-01-18,1143,13,953
"32252","China","henan",2021-01-18,1303,22,1275
"32253","China","hong kong",2021-01-18,9664,163,8786
"32254","China","hubei",2021-01-18,68149,4512,63637
"32255","China","hunan",2021-01-18,1026,4,1017
"32256","China","inner mongolia",2021-01-18,366,1,350
"32259","China","jiangsu",2021-01-18,688,0,684
"32260","China","jiangxi",2021-01-18,935,1,934
"32261","China","jilin",2021-01-18,240,2,155
"32262","China","liaoning",2021-01-18,396,2,365
"32263","China","macau",2021-01-18,46,0,46
"32272","China","ningxia",2021-01-18,75,0,75
"32279","China","qinghai",2021-01-18,18,0,18
"32288","China","shaanxi",2021-01-18,531,3,502
"32289","China","shandong",2021-01-18,865,7,856
"32290","China","shanghai",2021-01-18,1602,7,1509
"32291","China","shanxi",2021-01-18,228,0,224
"32292","China","sichuan",2021-01-18,863,3,852
"32297","China","tianjin",2021-01-18,329,3,306
"32298","China","tibet",2021-01-18,1,0,1
"32300","China","unknown",2021-01-18,7361,0,0
"32304","China","xinjiang",2021-01-18,980,3,977
"32306","China","yunnan",2021-01-18,231,2,225
"32307","China","zhejiang",2021-01-18,1314,1,1298
"32310","China","anhui",2021-01-19,993,6,987
"32313","China","beijing",2021-01-19,1014,9,962
"32320","China","chongqing",2021-01-19,591,6,584
"32328","China","fujian",2021-01-19,533,1,513
"32329","China","gansu",2021-01-19,182,2,180
"32334","China","guangdong",2021-01-19,2093,8,2044
"32335","China","guangxi",2021-01-19,266,2,262
"32337","China","guizhou",2021-01-19,147,2,145
"32338","China","hainan",2021-01-19,171,6,165
"32339","China","hebei",2021-01-19,1211,7,384
"32340","China","heilongjiang",2021-01-19,1159,13,954
"32341","China","henan",2021-01-19,1303,22,1276
"32342","China","hong kong",2021-01-19,9720,164,8828
"32343","China","hubei",2021-01-19,68149,4512,63637
"32344","China","hunan",2021-01-19,1026,4,1017
"32345","China","inner mongolia",2021-01-19,366,1,351
"32348","China","jiangsu",2021-01-19,688,0,684
"32349","China","jiangxi",2021-01-19,935,1,934
"32350","China","jilin",2021-01-19,286,2,155
"32351","China","liaoning",2021-01-19,396,2,366
"32352","China","macau",2021-01-19,46,0,46
"32361","China","ningxia",2021-01-19,75,0,75
"32368","China","qinghai",2021-01-19,18,0,18
"32377","China","shaanxi",2021-01-19,533,3,503
"32378","China","shandong",2021-01-19,865,7,856
"32379","China","shanghai",2021-01-19,1606,7,1512
"32380","China","shanxi",2021-01-19,228,0,224
"32381","China","sichuan",2021-01-19,865,3,852
"32386","China","tianjin",2021-01-19,330,3,307
"32387","China","tibet",2021-01-19,1,0,1
"32389","China","unknown",2021-01-19,7392,0,0
"32393","China","xinjiang",2021-01-19,980,3,977
"32395","China","yunnan",2021-01-19,231,2,225
"32396","China","zhejiang",2021-01-19,1316,1,1298
"32399","China","anhui",2021-01-20,993,6,987
"32402","China","beijing",2021-01-20,1017,9,964
"32409","China","chongqing",2021-01-20,591,6,584
"32417","China","fujian",2021-01-20,533,1,513
"32418","China","gansu",2021-01-20,182,2,180
"32423","China","guangdong",2021-01-20,2094,8,2047
"32424","China","guangxi",2021-01-20,267,2,262
"32426","China","guizhou",2021-01-20,147,2,145
"32427","China","hainan",2021-01-20,171,6,165
"32428","China","hebei",2021-01-20,1231,7,395
"32429","China","heilongjiang",2021-01-20,1227,13,955
"32430","China","henan",2021-01-20,1303,22,1276
"32431","China","hong kong",2021-01-20,9797,166,8865
"32432","China","hubei",2021-01-20,68150,4512,63637
"32433","China","hunan",2021-01-20,1026,4,1017
"32434","China","inner mongolia",2021-01-20,366,1,351
"32437","China","jiangsu",2021-01-20,688,0,684
"32438","China","jiangxi",2021-01-20,935,1,934
"32439","China","jilin",2021-01-20,319,2,155
"32440","China","liaoning",2021-01-20,396,2,369
"32441","China","macau",2021-01-20,46,0,46
"32450","China","ningxia",2021-01-20,75,0,75
"32457","China","qinghai",2021-01-20,18,0,18
"32466","China","shaanxi",2021-01-20,533,3,504
"32467","China","shandong",2021-01-20,866,7,856
"32468","China","shanghai",2021-01-20,1615,7,1513
"32469","China","shanxi",2021-01-20,230,0,224
"32470","China","sichuan",2021-01-20,865,3,852
"32475","China","tianjin",2021-01-20,335,3,308
"32476","China","tibet",2021-01-20,1,0,1
"32478","China","unknown",2021-01-20,7411,0,0
"32482","China","xinjiang",2021-01-20,980,3,977
"32484","China","yunnan",2021-01-20,231,2,225
"32485","China","zhejiang",2021-01-20,1316,1,1298
"32488","China","anhui",2021-01-21,994,6,987
"32491","China","beijing",2021-01-21,1020,9,964
"32498","China","chongqing",2021-01-21,591,6,584
"32506","China","fujian",2021-01-21,534,1,513
"32507","China","gansu",2021-01-21,182,2,180
"32512","China","guangdong",2021-01-21,2098,8,2047
"32513","China","guangxi",2021-01-21,267,2,262
"32515","China","guizhou",2021-01-21,147,2,145
"32516","China","hainan",2021-01-21,171,6,165
"32517","China","hebei",2021-01-21,1252,7,395
"32518","China","heilongjiang",2021-01-21,1274,13,955
"32519","China","henan",2021-01-21,1303,22,1276
"32520","China","hong kong",2021-01-21,9867,167,8865
"32521","China","hubei",2021-01-21,68150,4512,63637
"32522","China","hunan",2021-01-21,1026,4,1017
"32523","China","inner mongolia",2021-01-21,366,1,351
"32526","China","jiangsu",2021-01-21,688,0,684
"32527","China","jiangxi",2021-01-21,935,1,934
"32528","China","jilin",2021-01-21,342,2,155
"32529","China","liaoning",2021-01-21,396,2,369
"32530","China","macau",2021-01-21,47,0,46
"32539","China","ningxia",2021-01-21,75,0,75
"32546","China","qinghai",2021-01-21,18,0,18
"32555","China","shaanxi",2021-01-21,533,3,504
"32556","China","shandong",2021-01-21,866,7,856
"32557","China","shanghai",2021-01-21,1624,7,1513
"32558","China","shanxi",2021-01-21,231,0,224
"32559","China","sichuan",2021-01-21,865,3,852
"32564","China","tianjin",2021-01-21,335,3,308
"32565","China","tibet",2021-01-21,1,0,1
"32567","China","unknown",2021-01-21,7468,0,0
"32571","China","xinjiang",2021-01-21,980,3,977
"32573","China","yunnan",2021-01-21,231,2,225
"32574","China","zhejiang",2021-01-21,1316,1,1298
"32577","China","anhui",2021-01-22,994,6,987
"32580","China","beijing",2021-01-22,1023,9,965
"32587","China","chongqing",2021-01-22,591,6,584
"32595","China","fujian",2021-01-22,534,1,515
"32596","China","gansu",2021-01-22,182,2,180
"32601","China","guangdong",2021-01-22,2099,8,2052
"32602","China","guangxi",2021-01-22,267,2,262
"32604","China","guizhou",2021-01-22,147,2,145
"32605","China","hainan",2021-01-22,171,6,165
"32606","China","hebei",2021-01-22,1264,7,422
"32607","China","heilongjiang",2021-01-22,1330,13,957
"32608","China","henan",2021-01-22,1303,22,1277
"32609","China","hong kong",2021-01-22,9928,167,8948
"32610","China","hubei",2021-01-22,68150,4512,63637
"32611","China","hunan",2021-01-22,1027,4,1017
"32612","China","inner mongolia",2021-01-22,366,1,351
"32615","China","jiangsu",2021-01-22,690,0,685
"32616","China","jiangxi",2021-01-22,935,1,934
"32617","China","jilin",2021-01-22,351,2,155
"32618","China","liaoning",2021-01-22,396,2,374
"32619","China","macau",2021-01-22,47,0,46
"32628","China","ningxia",2021-01-22,75,0,75
"32635","China","qinghai",2021-01-22,18,0,18
"32644","China","shaanxi",2021-01-22,533,3,505
"32645","China","shandong",2021-01-22,866,7,856
"32646","China","shanghai",2021-01-22,1635,7,1518
"32647","China","shanxi",2021-01-22,235,0,224
"32648","China","sichuan",2021-01-22,866,3,852
"32653","China","tianjin",2021-01-22,335,3,309
"32654","China","tibet",2021-01-22,1,0,1
"32656","China","unknown",2021-01-22,7567,0,0
"32660","China","xinjiang",2021-01-22,980,3,977
"32662","China","yunnan",2021-01-22,231,2,228
"32663","China","zhejiang",2021-01-22,1316,1,1305
"32666","China","anhui",2021-01-23,994,6,987
"32669","China","beijing",2021-01-23,1025,9,965
"32676","China","chongqing",2021-01-23,591,6,584
"32684","China","fujian",2021-01-23,534,1,516
"32685","China","gansu",2021-01-23,183,2,180
"32690","China","guangdong",2021-01-23,2104,8,2053
"32691","China","guangxi",2021-01-23,267,2,262
"32693","China","guizhou",2021-01-23,147,2,145
"32694","China","hainan",2021-01-23,171,6,165
"32695","China","hebei",2021-01-23,1283,7,439
"32696","China","heilongjiang",2021-01-23,1359,13,964
"32697","China","henan",2021-01-23,1303,22,1277
"32698","China","hong kong",2021-01-23,10009,168,8998
"32699","China","hubei",2021-01-23,68150,4512,63637
"32700","China","hunan",2021-01-23,1027,4,1017
"32701","China","inner mongolia",2021-01-23,366,1,351
"32704","China","jiangsu",2021-01-23,691,0,685
"32705","China","jiangxi",2021-01-23,935,1,934
"32706","China","jilin",2021-01-23,363,2,155
"32707","China","liaoning",2021-01-23,397,2,376
"32708","China","macau",2021-01-23,47,0,46
"32717","China","ningxia",2021-01-23,75,0,75
"32724","China","qinghai",2021-01-23,18,0,18
"32733","China","shaanxi",2021-01-23,534,3,505
"32734","China","shandong",2021-01-23,866,7,856
"32735","China","shanghai",2021-01-23,1641,7,1523
"32736","China","shanxi",2021-01-23,237,0,224
"32737","China","sichuan",2021-01-23,866,3,852
"32742","China","tianjin",2021-01-23,336,3,309
"32743","China","tibet",2021-01-23,1,0,1
"32745","China","unknown",2021-01-23,7636,0,0
"32749","China","xinjiang",2021-01-23,980,3,977
"32751","China","yunnan",2021-01-23,231,2,228
"32752","China","zhejiang",2021-01-23,1316,1,1305
"32755","China","anhui",2021-01-24,994,6,987
"32758","China","beijing",2021-01-24,1028,9,966
"32765","China","chongqing",2021-01-24,591,6,584
"32773","China","fujian",2021-01-24,535,1,519
"32774","China","gansu",2021-01-24,183,2,180
"32779","China","guangdong",2021-01-24,2106,8,2055
"32780","China","guangxi",2021-01-24,267,2,262
"32782","China","guizhou",2021-01-24,147,2,145
"32783","China","hainan",2021-01-24,171,6,165
"32784","China","hebei",2021-01-24,1294,7,481
"32785","China","heilongjiang",2021-01-24,1394,13,964
"32786","China","henan",2021-01-24,1303,22,1277
"32787","China","hong kong",2021-01-24,10085,169,9034
"32788","China","hubei",2021-01-24,68150,4512,63637
"32789","China","hunan",2021-01-24,1027,4,1017
"32790","China","inner mongolia",2021-01-24,366,1,351
"32793","China","jiangsu",2021-01-24,691,0,685
"32794","China","jiangxi",2021-01-24,935,1,934
"32795","China","jilin",2021-01-24,430,2,155
"32796","China","liaoning",2021-01-24,397,2,379
"32797","China","macau",2021-01-24,47,0,46
"32806","China","ningxia",2021-01-24,75,0,75
"32813","China","qinghai",2021-01-24,18,0,18
"32822","China","shaanxi",2021-01-24,534,3,508
"32823","China","shandong",2021-01-24,866,7,856
"32824","China","shanghai",2021-01-24,1644,7,1532
"32825","China","shanxi",2021-01-24,237,0,225
"32826","China","sichuan",2021-01-24,866,3,852
"32831","China","tianjin",2021-01-24,338,3,309
"32832","China","tibet",2021-01-24,1,0,1
"32834","China","unknown",2021-01-24,7707,0,0
"32838","China","xinjiang",2021-01-24,980,3,977
"32840","China","yunnan",2021-01-24,231,2,228
"32841","China","zhejiang",2021-01-24,1316,1,1305
"32844","China","anhui",2021-01-25,994,6,987
"32847","China","beijing",2021-01-25,1030,9,968
"32854","China","chongqing",2021-01-25,591,6,584
"32862","China","fujian",2021-01-25,536,1,520
"32863","China","gansu",2021-01-25,183,2,180
"32868","China","guangdong",2021-01-25,2108,8,2057
"32869","China","guangxi",2021-01-25,267,2,262
"32871","China","guizhou",2021-01-25,147,2,145
"32872","China","hainan",2021-01-25,171,6,165
"32873","China","hebei",2021-01-25,1299,7,514
"32874","China","heilongjiang",2021-01-25,1447,13,965
"32875","China","henan",2021-01-25,1303,22,1277
"32876","China","hong kong",2021-01-25,10158,171,9056
"32877","China","hubei",2021-01-25,68150,4512,63637
"32878","China","hunan",2021-01-25,1028,4,1017
"32879","China","inner mongolia",2021-01-25,366,1,351
"32882","China","jiangsu",2021-01-25,691,0,685
"32883","China","jiangxi",2021-01-25,935,1,934
"32884","China","jilin",2021-01-25,437,3,156
"32885","China","liaoning",2021-01-25,397,2,379
"32886","China","macau",2021-01-25,47,0,46
"32895","China","ningxia",2021-01-25,75,0,75
"32902","China","qinghai",2021-01-25,18,0,18
"32911","China","shaanxi",2021-01-25,535,3,508
"32912","China","shandong",2021-01-25,866,7,857
"32913","China","shanghai",2021-01-25,1654,7,1533
"32914","China","shanxi",2021-01-25,237,0,225
"32915","China","sichuan",2021-01-25,866,3,853
"32920","China","tianjin",2021-01-25,338,3,310
"32921","China","tibet",2021-01-25,1,0,1
"32923","China","unknown",2021-01-25,7667,0,0
"32927","China","xinjiang",2021-01-25,980,3,977
"32929","China","yunnan",2021-01-25,231,2,228
"32930","China","zhejiang",2021-01-25,1316,1,1305
"32933","China","anhui",2021-01-26,994,6,987
"32936","China","beijing",2021-01-26,1034,9,972
"32943","China","chongqing",2021-01-26,591,6,584
"32951","China","fujian",2021-01-26,536,1,521
"32952","China","gansu",2021-01-26,187,2,180
"32957","China","guangdong",2021-01-26,2115,8,2057
"32958","China","guangxi",2021-01-26,267,2,262
"32960","China","guizhou",2021-01-26,147,2,145
"32961","China","hainan",2021-01-26,171,6,165
"32962","China","hebei",2021-01-26,1306,7,584
"32963","China","heilongjiang",2021-01-26,1476,13,972
"32964","China","henan",2021-01-26,1303,22,1278
"32965","China","hong kong",2021-01-26,10222,173,9101
"32966","China","hubei",2021-01-26,68150,4512,63637
"32967","China","hunan",2021-01-26,1028,4,1017
"32968","China","inner mongolia",2021-01-26,366,1,351
